"text","created_at","sourcetweet_type"
"In (another) year where #OscarsSoWhite, the celebration of the 50th anniversary of #HipHop has become #GrammysSoBlack and it's a wonderful thing...","2023-02-06T03:38:37.000Z",NA
"RT @digitalsista: She asked him to be in solidarity with #OscarsSoWhite he didn't just call her a b*tch for asking him that but also mocked…","2023-03-08T14:38:08.000Z","retweeted"
"RT @WIONews: Natalie Portman's Oscars gown has a message and we are all over in love with her! #Oscars live #OscarsSoWhite #oscars2020
http…","2020-02-10T02:36:26.000Z","retweeted"
"RT @tweetysoph86: For The Woman King to not even get a nomination in ANY category is criminal and screams racism. It was number one at the…","2023-03-11T11:39:16.000Z","retweeted"
"Great actress Hattie McDaniel, show and proves Oscars been so white... #BHM Icon (Read) Day 20 @EtmMedia YouTube! like #subscribe share #support  #OscarsSoWhite #ReparationsNow!  🎬https://t.co/CXMA6KXkef https://t.co/OSjbQJgPrW","2023-02-21T06:16:41.000Z",NA
"RT @carolekingnyc: 🎧 #OscarsSoWhite Rewind:
With the world’s eyes on Oscars tonight, I’m checking out this replay of @ReignOfApril speaking…","2023-03-12T19:01:37.000Z","retweeted"
"RT @markhughesfilms: Here is my full article at @Forbes today regarding the snubbing of @WomanKingMovie &amp; excessive whiteness of the #Oscar…","2023-01-24T22:41:13.000Z","retweeted"
"RT @Reuters: While Hollywood has made progress on diversifying talent and storytelling since the 2015 #OscarsSoWhite outcry, the pace of ch…","2023-03-07T09:29:30.000Z","retweeted"
"Have they considered none of them were worthy of nomination?  Critics hit Academy for snubbing Black actors 8 years after diversity movement: #OscarsSoWhite

https://t.co/o9oifIfSlX","2023-03-12T13:59:15.000Z",NA
"RT @ReignOfApril: It’s 2023. You’re literally celebrating 95 years of awards &amp; are just now naming an Asian woman as Best Actress. Michelle…","2023-03-13T03:56:18.000Z","retweeted"
"In the few years since @ReignOfApril introduced #OscarsSoWhite, it’s clear that Oscar voters feel they’ve done enough to rectify the lack of recognition for black artists, in particular. “The Actor” here, hiding behind anonymity, is another case in point. https://t.co/ospKDDw4Fg","2023-03-10T20:07:23.000Z",NA
"RT @EjElite1: This line by Angela Bassett itself was worthy of an #Oscar. #OscarsSoWhite https://t.co/CAK0Ui9rZK","2023-03-13T01:13:54.000Z","retweeted"
"#OscarsSoWhite was conceived in 2015 by activist @ReignOfApril.

Here it is 2023. It's been useful dang near every year since. #Oscars2023

https://t.co/YUKNR0tu1j","2023-03-13T01:43:16.000Z",NA
"And on top of everything, she wasn't boycotting because of Will. She (and others) were boycotting because of #OscarsSoWhite ... an issue we are literally discussing TODAY https://t.co/4dGP8V7jgq","2023-03-10T22:41:34.000Z","quoted"
"@TheRoot #OscarsSoWhite existed WAY before the slap but they did choose Asain","2023-03-15T04:52:48.000Z",NA
"RT @EjElite1: This line by Angela Bassett itself was worthy of an #Oscar. #OscarsSoWhite https://t.co/CAK0Ui9rZK","2023-03-13T17:24:04.000Z","retweeted"
"Under no circumstance should any Whites EVER be nominated for any @TheAcademy Award #Oscars ever again!
None!
Zero!
Nada!
#OscarsSoWhite
#toLeslie 

@HuffPost @Variety_Film
@THR
https://t.co/GvQj2hlYy6","2023-02-16T00:32:10.000Z",NA
"RT @BridgetMarie: We have A LOT to say about the #TheOscars ! 

Join me in conversation with #OscarsSoWhite creator @ReignOfApril and scree…","2023-03-14T02:35:38.000Z","retweeted"
"@TheGr80ne @Wsjp11 @colorfullstory People have forgotten Chris mocked Jada for publicly backing the #OscarsSoWhite campaign while he hosted the ceremony that year. I certainly forgot. Will was wrong. But it wasn’t really about the G.I. Jane joke. It wasn’t for Will and it wasn’t for Chris. This trio has history.","2023-03-06T07:40:41.000Z",NA
"Surprise surprise Black women are still being disrespected and undercelebrated. #misogynoir #OscarsSoWhite  #GRAMMYs #Oscars2023 #bafta  https://t.co/nDJiOx3AtS","2023-03-12T07:58:59.000Z",NA
"RT @CBSNews: You know the groundbreaking movements - #BlackLivesMatter, #OscarsSoWhite, #SayHerName - but now you’ll get an inside look at…","2023-02-25T20:58:42.000Z","retweeted"
"RT @WilGafney: I'm fin'ta tweet these #OscarsSoWhite. I am here for Michelle Yeoh, Angela Bassett and Ke Huy Quan.","2023-03-13T03:53:36.000Z","retweeted"
"RT @dselwyns: #OscarsSoWhite #OscarsSoMale #OscarsSoBad","2020-01-13T15:29:16.000Z","retweeted"
"RT @SholaMos1: ❤️I love Michelle Yeoh 👏🏽👏🏽👏🏽👏🏽👏🏽 #BestActress in #Oscars2023 is so very well deserved - that in its 95 yrs only TWO non-Whi…","2023-03-13T07:34:57.000Z","retweeted"
"I’m seeing #OscarsSoWhite furore again. 

Wrongly or rightly, These conversations can often be shut down so quickly. 

When someone claims injustice, ask them if they’ve seen all the nominated films.","2023-01-31T16:00:24.000Z",NA
"Study reveals Oscars improved in diversity after viral #OscarsSoWhite. But gaps still apparent https://t.co/trV70ov3pN","2023-03-03T12:02:02.000Z",NA
"RT @SholaMos1: ❤️I love Michelle Yeoh 👏🏽👏🏽👏🏽👏🏽👏🏽 #BestActress in #Oscars2023 is so very well deserved - that in its 95 yrs only TWO non-Whi…","2023-03-13T19:57:46.000Z","retweeted"
"RT @EjElite1: This line by Angela Bassett itself was worthy of an #Oscar. #OscarsSoWhite https://t.co/CAK0Ui9rZK","2023-03-13T07:59:41.000Z","retweeted"
"Ooo Oscars don’t be that racist #OscarsSoWhite https://t.co/STZhpV9E9P","2023-03-13T03:54:14.000Z","quoted"
"@AmazinglyCeCe Funny thing. I watched on YouTube some months back when they won Best Picture. And this was before the #OscarsSoWhite trend. And damn man. Oscars are so damn different today versus then. It’s crazy to watch","2023-03-05T01:14:01.000Z",NA
"This has been a historic win for growing representation and diversity in media. Hopefully we can leave #OscarsSoWhite in the past… @Lals172W https://t.co/GoCkqlQV8C","2023-03-18T05:46:07.000Z","quoted"
"WTF @TheAcademy gives plenty of podium time to the winners of Best Animated Short Film but cuts the mic 🎙️ when the Best Documentary Short Film winners! 

#Oscars #OscarsSoWhite https://t.co/KEk0KAVjkP","2023-03-13T01:58:31.000Z","quoted"
"RT @eDiscMatters: Snub of Black performances in 2023 Oscar nods has some declaring #OscarsSoWhite again https://t.co/qyH6EhKIAC","2023-03-10T16:24:35.000Z","retweeted"
"RT @ColorOfChange: Best Animated Short film goes to #HairLove and I SCREAMED!!!!! CONGRATULATIONS TO @MatthewACherry and @KarenRToliver!!!!…","2020-02-10T02:47:58.000Z","retweeted"
"'RRR's' 'Naatu Naatu' made Oscars history. But South Asian dancers feel betrayed https://t.co/Cpc9J1RgCC #OscarsSoWhite #Oscars @WaltDisneyCo","2023-03-18T02:28:19.000Z",NA
"Remember a few years ago when #OscarsSoWhite happened? That's not happening this year. #Oscars2023","2023-01-24T13:37:34.000Z",NA
"Still, that #OscarsSoWhite hashtag not going anywhere lmao","2023-03-13T11:19:02.000Z",NA
"RT @EjElite1: This line by Angela Bassett itself was worthy of an #Oscar. #OscarsSoWhite https://t.co/CAK0Ui9rZK","2023-03-13T22:41:26.000Z","retweeted"
"RT @ChristopheLloyd: I'm happy for Andrea Riseborough, but the fact a bunch of high-profile Hollywood actresses campaigned for her teeny li…","2023-01-25T01:21:21.000Z","retweeted"
"RT @theblkren: The 75 Greatest Films by Black Directors

Seven years ago—when #OscarsSoWhite &amp; the conversation of diversity was running ra…","2023-02-28T18:07:02.000Z","retweeted"
"The best actors and actresses are white, because they start at an early age, pretending to be a human with a soul #OscarsSoWhite https://t.co/rPgp65SfPH","2023-02-01T03:09:30.000Z",NA
"#Oscarssowhite: A Reality That Just Won't Go Away. https://t.co/0FUdHiHgZf via @kennethrjenkins","2023-03-17T09:49:56.000Z",NA
"With the #AcademyAwards this weekend, now is a good time to remember the impact of #OscarsSoWhite: “if you don’t nominate a diverse slate… people will protest, and people will draw attention to that very publicly, whether that’s through reporting or activism or social media” https://t.co/hNKaPNzKyp","2023-03-11T23:56:45.000Z",NA
"Oscars 2023 Awards: See Full List Of Winners
#Oscars #Oscars2023 #OscarsSoWhite #WinnersWin  #95thAcademyAwards 
https://t.co/VVSwVBrXWm","2023-03-14T09:45:49.000Z",NA
"RT @IamGMJohnson: The Oscars said f*** y’all social rants. 

We are nominating every white we got. Spicy white, old white, off white, eggsh…","2020-01-13T21:49:03.000Z","retweeted"
"RT @ReignOfApril: ~⁦@TheAcademy⁩ just can’t help themselves. It would’ve been SO easy to highlight South Asian choreographers and dancers f…","2023-03-13T05:28:15.000Z","retweeted"
"RT @devvratchauhan5: बिना भारतीय संस्कृति का मजाक बनाएं RRR ने 
#ऑस्कर और गोल्डन ग्लोब अवार्ड जीत लिया 🇮🇳 #OscarsSoWhite #Oscars95
#oscar #…","2023-03-20T11:15:14.000Z","retweeted"
"RT @dave24144975: #OscarsSoWhite

'Sore loser is never a good look!' 

Angela Bassett's crestfallen reaction to losing Best Supporting Actr…","2023-03-13T05:42:08.000Z","retweeted"
"RT @theconnectsean: #eddiemurphy told y’all in 1988 and #jadapinkettsmith in 2016 but y’all still think them folk gonna be fair. #oscars #t…","2023-03-17T07:38:22.000Z","retweeted"
"Y’all should’ve kept the #OscarsSoWhite a thing","2023-03-15T08:44:01.000Z",NA
"RT @USC: Eight years ago, #OscarsSoWhite trended across the nation. Today, a study from @inclusionists shows that the past few years have s…","2023-03-10T19:51:01.000Z","retweeted"
"RT @ClaraRose: #OscarsSoWhite was conceived in 2015 by activist @ReignOfApril.

Here it is 2023. It's been useful dang near every year sinc…","2023-03-13T14:08:46.000Z","retweeted"
"Halle Berry, la única mujer negra en ganar mejor actriz #OscarsSoWhite #Oscars","2023-03-13T03:21:57.000Z",NA
"@TheAcademy The #OscarsSoWhite movement worked with more people of color being nominated in this category.","2023-01-24T14:15:22.000Z",NA
"🎥 #OscarsSoWhite, slogan viral pour promouvoir la diversité à Hollywood https://t.co/hRgJhQKzS0","2020-02-03T15:29:21.000Z",NA
"RT @ReignOfApril: It’s 2023. You’re literally celebrating 95 years of awards &amp; are just now naming an Asian woman as Best Actress. Michelle…","2023-03-13T15:01:13.000Z","retweeted"
"RT @NeoLibMess: I see that the Oscars have really addressed their #OscarsSoWhite issues. 

I also noticed that they only allow one woman of…","2023-01-24T16:48:53.000Z","retweeted"
"RT @professorpenney: With the #AcademyAwards this weekend, now is a good time to remember the impact of #OscarsSoWhite: “if you don’t nomin…","2023-03-12T01:00:10.000Z","retweeted"
"RT @EjElite1: This line by Angela Bassett itself was worthy of an #Oscar. #OscarsSoWhite https://t.co/CAK0Ui9rZK","2023-03-13T17:47:18.000Z","retweeted"
"So much white on the red carpet, what’s that about?

Gives a whole new meaning to #OscarsSoWhite

#Oscars #redcarpet https://t.co/3cE87oUSEu","2023-03-12T22:41:53.000Z","quoted"
"RT @BadHombreMarcoB: @nytimes #OscarsSoWhite","2023-03-13T00:55:38.000Z","retweeted"
"@SIfill_ Let’s add Stephanie Hsu (who is the soul of EEAAO) being overlooked in favor of JLC (not to mention Angela Bassett).  Hsu has been consistently overlooked and she gave the performance of a lifetime. #oscarssowhite","2023-03-13T01:02:46.000Z",NA
"Michelle Williams &amp; Ana de Armas do NOT belong in the Best Actress category. The both of them took Viola Davis’s &amp; Danielle Deadwyler’s spot. Williams should have stayed her ass in the Best Supporting Actress category. #OscarsSoWhite #Oscars2023 https://t.co/CN7LlvX6Yy","2023-01-24T16:35:27.000Z","quoted"
"RT @theGrio: Even after the trending hashtag #OscarsSoWhite, we cannot help but notice the lack of Black nominations at this year's Academy…","2023-03-11T05:57:02.000Z","retweeted"
"@JLo was snubbed. She worked her ass off for this role and wasn’t recognized by the #Oscars #OscarsSoWhite #jlo https://t.co/69SQm0cROm","2020-01-13T18:21:09.000Z",NA
"RT @ReignOfApril: In the 92 year history of @TheAcademy, only two films that reflect aspects of the Black experience have won Best Picture…","2020-02-10T06:13:41.000Z","retweeted"
"RT @FilmFatalesOrg: No women were nominated for Best Director this year so we are highlighting past winners. Shout out to  Chloé Zhao who b…","2023-03-13T20:08:10.000Z","retweeted"
"RT @theGrio: Even after the trending hashtag #OscarsSoWhite, we cannot help but notice the lack of Black nominations at this year's Academy…","2023-03-11T03:00:22.000Z","retweeted"
"Oscars diversity improved after #OscarsSoWhite, study shows. But glaring gaps remain https://t.co/yafJPG01qf via @Yahoo 
diversity has ZERO to do with talent, skills, etc I refuse to bend for the mob","2023-03-03T17:12:22.000Z",NA
"""Whitey Still Controls #Oscars""
@jamieleecurtis
Goes #TransActivist To Blunt #OscarsSoWhite Criticism 

https://t.co/yQiSgaxDc0","2023-03-13T21:11:03.000Z",NA
"BREAKING NEWS: Sean Penn's ‘UNHUNG HERO' surges to first place in #Oscars predictions for Best Documentary Feature. The @ZelenskyyUa film portraits a megalomaniac obsessed with the size of his Penis, Greed &amp; Nazism.
 
#Oscar #SlavaUkraini #Oscars2023 #OscarsSoWhite #Ukraine https://t.co/j73Pm3hwqL","2023-03-12T16:51:53.000Z",NA
"RT @TheFliteCast: If Angela Bassett doesn't win an Oscar for her role in Black Panther: Wakanda Forever, it won't be because of #OscarsSoWh…","2023-02-27T17:11:27.000Z","retweeted"
"Angela Bassett deserved the win! #OscarsSoWhite #angelabassett #oscars #AcademyAwards2023 https://t.co/GLGWdhMutA","2023-03-13T00:45:09.000Z",NA
"RT @CBSNews: “Our accomplishments...weren’t being recognized”: #OscarsSoWhite was the catalyst that changed the Oscars, leading to increase…","2023-02-24T01:34:23.000Z","retweeted"
"Hollywood is still disproportionately white and male. But a new USC study shows that while the Academy Awards remain stubbornly resistant to change in many categories, gains in inclusivity have been made in the wake of #OscarsSoWhite. https://t.co/zYiUSLAC2l","2023-03-01T17:16:49.000Z",NA
"Still #Oscarssowhite tho","2023-03-13T00:07:19.000Z",NA
"RT @ReignOfApril: Usually we have to wait for the ""Anonymous Oscar Voter"" article to find out how @TheAcademy voters really think. King giv…","2020-01-14T20:49:08.000Z","retweeted"
"RT @ReignOfApril: Tonight!! #OscarsSoWhite","2023-03-13T16:01:55.000Z","retweeted"
"@dyergram @Slakonbothsides The outrage lasted longer because Will Smith was a Black man who won an Oscar.  The outrage lasted longer because Jada Pinkett Smith successfully made changes in the Oscar's with her #OscarsSoWhite movement &amp; so they 'had to be humbled'.  That's why the outrage lasts.","2023-02-01T12:47:44.000Z",NA
"What ????!!!!!!! Why did Elvis get so many nominations and none of the Black actors/actresses or films receive any awards?!! Again #OscarsSoWhite","2023-03-13T03:42:48.000Z",NA
"🚨NEW ARTICLE COMING VERY SOON🚨

In my latest piece I discuss how, whilst the Oscars will be amazing for Asian representation this year, the #OscarsSoWhite hashtag is still relevant. Stay tuned! https://t.co/4CtX7mxJNd","2023-02-28T13:15:06.000Z",NA
"RT @TerranceOmar: Now, I like Jamie Lee, but Angela should’ve won. #OscarsSoWhite 🤧😒😔 #Oscar #Oscar2023 https://t.co/7fGLuHUZcE","2023-03-13T12:16:13.000Z","retweeted"
"RT @JaredWyatt95: @aguirreryan Only 1 woman of color has won the Best Actress Oscar in 95 years, Halle Berry for Monster’s Ball in 2002, 21…","2023-01-25T20:11:35.000Z","retweeted"
"RT @SholaMos1: ❤️I love Michelle Yeoh 👏🏽👏🏽👏🏽👏🏽👏🏽 #BestActress in #Oscars2023 is so very well deserved - that in its 95 yrs only TWO non-Whi…","2023-03-13T09:57:51.000Z","retweeted"
"@ImGodneySpearit @Aliens_have_fun #oscarssowhite always so let’s not cry when they ever make an attempt to acknowledge the body of work of POCs. 

🤷🏽‍♀️ it’s the first asian recognition in 95 years, cry in a corner if you want to","2023-03-13T10:30:13.000Z",NA
"RT @MediaversityRev: ""Few have a vested interest in remaking the system they call home, the one that affords them advantages, the one they…","2023-01-28T15:20:43.000Z","retweeted"
"RT @ReignOfApril: ~⁦@TheAcademy⁩ just can’t help themselves. It would’ve been SO easy to highlight South Asian choreographers and dancers f…","2023-03-13T11:14:02.000Z","retweeted"
"Me when I saw the Oscar nominations #oscars #OscarNoms #disappointed #OscarsSoWhite https://t.co/JHpeAdWuju","2020-01-20T15:37:36.000Z",NA
"RT @nilegirl: The Academy likes it that way because #OscarsSoWhite can only go so far. If Kathryn Bigelow had directed The Woman King - it…","2023-01-24T15:18:01.000Z","retweeted"
"RT @Bonn1eGreer: This week's @TheNewEuropean- in which I state that I've suddenly realised that :
I could care less about the #Oscars.  
An…","2023-01-30T18:09:49.000Z","retweeted"
"RT @drboycewatkins1: We're the only people who complain about the Oscars every year and never realized that we weren't invited in the first…","2023-03-14T02:42:49.000Z","retweeted"
"RT @bedzrah: Angela Bassett got robbed AGIAN.. #Oscar2023 #OscarsSoWhite #AngelaBassett you'll always be The QUEEN.. #BLM https://t.co/miEZ…","2023-03-13T00:42:12.000Z","retweeted"
"RT @ReignOfApril: It’s 2023. You’re literally celebrating 95 years of awards &amp; are just now naming an Asian woman as Best Actress. Michelle…","2023-03-13T04:08:11.000Z","retweeted"
"If Inu-Oh isn’t nominated for the Oscars then there’s something very wrong with the Academy’s animation branch. #OscarsSoWhite #StopAsianHate","2023-01-14T21:34:03.000Z",NA
"RT @theGrio: ""Know Your Worth"" -- this is the advice that the creator of #OscarsSoWhite, @ReignofApril, has to offer to other Black women.…","2023-03-01T19:25:41.000Z","retweeted"
"#OscarsSoWhite has indeed struck again (I am 🙏 that Everything Everywhere sweeps tho) https://t.co/p0Xcm0ua8o","2023-01-24T16:38:26.000Z","quoted"
"RT @EjElite1: This line by Angela Bassett itself was worthy of an #Oscar. #OscarsSoWhite https://t.co/CAK0Ui9rZK","2023-03-13T17:06:01.000Z","retweeted"
"@EricSalsburg I said what I said. Enjoy your notoriously racist awards ceremony. #OscarsSoWhite","2023-03-13T07:19:52.000Z",NA
"RT @bodycourage: Hattie McDaniel’s speech still brings tears to my eyes. She wasn’t allowed in the #oscars ceremony space because she was b…","2020-02-11T01:28:35.000Z","retweeted"
"RT @BostonJoan: My students documented the genesis and legacy of the #OscarsSoWhite campaign: 

https://t.co/ks5feqNq15","2023-03-15T00:23:24.000Z","retweeted"
"Guess what I'm not watching? #Oscars #Oscars2023 #OscarsSoWhite #BlackTwitter  https://t.co/vB2PC5G8ZP","2023-03-12T23:46:23.000Z",NA
"RT @devvratchauhan5: बिना भारतीय संस्कृति का मजाक बनाएं RRR ने 
#ऑस्कर और गोल्डन ग्लोब अवार्ड जीत लिया 🇮🇳 #OscarsSoWhite #Oscars95
#oscar #…","2023-03-13T11:47:45.000Z","retweeted"
"RT @EjElite1: This line by Angela Bassett itself was worthy of an #Oscar. #OscarsSoWhite https://t.co/CAK0Ui9rZK","2023-03-13T04:38:06.000Z","retweeted"
"Person behind her: #OscarsSoWhite https://t.co/tFt7uvmAOH","2023-03-13T02:45:43.000Z",NA
"RT @SholaMos1: ❤️I love Michelle Yeoh 👏🏽👏🏽👏🏽👏🏽👏🏽 #BestActress in #Oscars2023 is so very well deserved - that in its 95 yrs only TWO non-Whi…","2023-03-13T13:30:04.000Z","retweeted"
"He’s such a natural. You’d never guess he was reading, or that someone else wrote it. #OscarsSoWhite 

Mayor extends State of Emergency. | Auckland Council https://t.co/1vkw2eGkk5 via @YouTube","2023-02-03T01:53:24.000Z",NA
"(Los Angeles Times):#Oscars diversity improved after #OscarsSoWhite, study shows. But glaring gaps remain : A new USC Annenberg study shows change at the Academy Awards since the 2015 controversy, but nominees are still .. https://t.co/20gTgUEez6","2023-03-01T18:31:37.000Z",NA
"RT @blackinfonet: Since #OscarsSoWhite swept the internet eight years ago, the Academy has diversified its nominees, but it still remains o…","2023-03-10T12:53:57.000Z","retweeted"
"There’s a lot of oddly shoehorned in rap tonight.  #Oscars #OscarsSoWhite https://t.co/nCv3lpReG2","2020-02-10T02:50:11.000Z",NA
"RT @theblkren: The 75 Greatest Films by Black Directors

Seven years ago—when #OscarsSoWhite &amp; the conversation of diversity was running ra…","2023-02-28T18:04:24.000Z","retweeted"
"RT @MMCADC: #DiversityInHollywood The racial justice uprisings of 2020 plus #MeToo and #OscarsSoWhite seemed like they were going to usher…","2023-02-03T03:29:07.000Z","retweeted"
"@SPMJM Hollywood has historic inequality problem. Certainly #notallgatekeepers but certainly some have contributed to the status quo past and present. It would be a bit naïve to believe we went from #oscarssowhite in 2020 to everything’s just fine and you should trust everyone.","2023-02-23T04:07:47.000Z",NA
"RT @theblkren: The 75 Greatest Films by Black Directors

Seven years ago—when #OscarsSoWhite &amp; the conversation of diversity was running ra…","2023-02-28T23:29:30.000Z","retweeted"
"Angela Bassett is one of the best actors. It is insulting the #Oscars snubbed her for What's Love Got to Do With It and Wakanda Forever. Her snub, the Woman King's snubs are examples of why the Oscar audience is shrinking. We're tired of our greats being ignored #OscarsSoWhite https://t.co/U4RYtUkD8p","2023-03-13T01:15:43.000Z","quoted"
"RT @ReignOfApril: ~⁦@TheAcademy⁩ just can’t help themselves. It would’ve been SO easy to highlight South Asian choreographers and dancers f…","2023-03-13T16:49:11.000Z","retweeted"
"Inclusion List Launched to Showcase the Impact of the #OscarsSoWhite Movement for which Change is Necessary and Celebrate the Achievements of Underrepresented Creators
https://t.co/gkcsejyzSB","2023-03-02T01:11:41.000Z",NA
"Niggas In Space
#OscarsSoWhite https://t.co/vsn3EOiC6J","2023-01-26T00:56:43.000Z","quoted"
"RT @ReignOfApril: ~⁦@TheAcademy⁩ just can’t help themselves. It would’ve been SO easy to highlight South Asian choreographers and dancers f…","2023-03-14T13:08:45.000Z","retweeted"
"@SpencerAlthouse She's black! Racist racist racist racist racist #OscarsSoWhite #oscarsareracist 🙄","2023-03-14T01:38:58.000Z",NA
"RT @bodycourage: Hattie McDaniel’s speech still brings tears to my eyes. She wasn’t allowed in the #oscars ceremony space because she was b…","2020-02-11T01:42:21.000Z","retweeted"
"RT @theboredfox: I remember @ReignOfApril tweeted about watching #NewAmsterdam at the beginning of the season and called out the bad optics…","2023-01-14T11:16:33.000Z","retweeted"
"¿Ha mejorado la diversidad en los premios Oscar tras el #OscarsSoWhite?
En 2015, la activista April Reign cuestionó a la Academia de Hollywood por su falta de paridad, diversidad e inclusión. https://t.co/GBcI1cj6Cz","2023-03-02T12:18:51.000Z",NA
"#Oscars #Oscars2023 #Oscars95 #Oscar #Oscar2023 #OscarsSoWhite #AcademyAwards #AcademyAwards2023 #AcademyAward #academy #AllThatBreathes #ShaunakSen #TheElephantWhisperers #GuneetMonga #EverythingEverywhereAllAtOnce #TheBansheesOfInisherin #Tar https://t.co/dYNUixQXcZ","2023-03-13T11:07:53.000Z",NA
"It feels like #OscarsSoWhite came full circle with #TheSlap last year. And they going hard to remind us this year.","2023-03-13T03:08:50.000Z",NA
"I never get on here,  but I felt i had to say as an independent theatre manager, the failure of the Academy to nominate Till or The Woman King for ANY awards is as disappointing as it is heartbreakingly unsurprising. #OscarsSoWhite","2023-01-31T14:58:19.000Z",NA
"RT @UltraViolet: Join our own @BridgetMarie, with @ReignOfApril and @DoctorJonPaul this Monday night at 8pm PT/11 ET on twitter spaces to d…","2023-03-14T02:41:24.000Z","retweeted"
"RT @EjElite1: This line by Angela Bassett itself was worthy of an #Oscar. #OscarsSoWhite https://t.co/CAK0Ui9rZK","2023-03-13T19:02:49.000Z","retweeted"
"RT @POCculture: Never forget the tweet that started #OscarsSoWhite. 👇","2023-03-13T17:35:22.000Z","retweeted"
"RT @ReignOfApril: #OscarsSoWhite https://t.co/Re1yN4Ta3q","2020-02-06T20:03:18.000Z","retweeted"
"The latest The WIUnion Fight Continues! https://t.co/vuHr13iXNP Thanks to @jennaudrey @pauljgibler @badgermom88 #oscarssowhite #baftasowhite","2023-02-25T00:11:16.000Z",NA
"A academia tem tentado trazer mais representatividade aos indicados e votantes, movimentos de denúncia como o #OscarsSoWhite (#OscarTãoBranco), denunciam a realidade desigual da premiação! https://t.co/5PEjBh8jvy","2023-03-09T15:10:01.000Z",NA
"RT @EjElite1: This line by Angela Bassett itself was worthy of an #Oscar. #OscarsSoWhite https://t.co/CAK0Ui9rZK","2023-03-13T22:52:36.000Z","retweeted"
"RT @DreamerPines: Just some of the celebrities that rallied behind Andrea Riseborough to get her a nomination overnight. Qwhite a list we g…","2023-01-28T05:49:02.000Z","retweeted"
"@DavidDTSS The yts in the comments are soo mad. It’s like they don’t remember #OscarsSoWhite","2023-03-14T00:32:27.000Z",NA
"I’m upset Angela Basset didn’t win 😒 #OscarsSoWhite","2023-03-13T01:31:08.000Z",NA
"RT @TerranceOmar: Now, I like Jamie Lee, but Angela should’ve won. #OscarsSoWhite 🤧😒😔 #Oscar #Oscar2023 https://t.co/7fGLuHUZcE","2023-03-13T00:39:47.000Z","retweeted"
"RT @httpummsoo: so are we running back #OscarsSoWhite this year or thinking something new and fresh?","2023-01-24T17:25:34.000Z","retweeted"
"RT @SholaMos1: ❤️I love Michelle Yeoh 👏🏽👏🏽👏🏽👏🏽👏🏽 #BestActress in #Oscars2023 is so very well deserved - that in its 95 yrs only TWO non-Whi…","2023-03-13T18:56:03.000Z","retweeted"
"RT @bodycourage: Hattie McDaniel’s speech still brings tears to my eyes. She wasn’t allowed in the #oscars ceremony space because she was b…","2020-02-10T20:34:18.000Z","retweeted"
"Lets hope its not like the #Oscars but it probably will be. 

#goldenglobes #awardshow #nbc #oscarssowhite #comedy #movies #cinema #actor #actorslife #theater #drama #acting #film #tuesday #fyp #tiktok #reels #viral #trending #nbc #tvshow #television #actress #funny #lol #avatar https://t.co/Mw3d0PaUsL","2023-01-10T23:23:29.000Z",NA
"Diverse talent in Hollywood takes reins to speed up change https://t.co/5ETd54Dn9R via @Yahoo 
#OscarsSoWhite","2023-03-06T20:27:01.000Z",NA
"RT @DeJourAmour: @TheAcademy So the actors (Frances Fisher, Mary McCormack, Melanie Griffith, etc) violate The Academy rules and make forma…","2023-01-31T14:56:24.000Z","retweeted"
"RT @EjElite1: This line by Angela Bassett itself was worthy of an #Oscar. #OscarsSoWhite https://t.co/CAK0Ui9rZK","2023-03-13T10:04:52.000Z","retweeted"
"#OscarsSoWhite STILL https://t.co/ylH3tQBWaB","2023-02-08T03:33:04.000Z",NA
"* #OscarsSoWhite: How social media is helping shift diversity at the Academy Awards https://t.co/mSXctzJKh8 @wearesocial","2023-03-15T21:47:10.000Z",NA
"More on this. A massive missed opportunity, but, once again, #OscarsSoWhite. #hatm 

https://t.co/8d4JLmqtlJ https://t.co/XPI84PgoQi","2023-03-13T05:53:39.000Z","quoted"
"RT @marine4sure: As a African-American Marine I must say one of the most moving movies I have seen is the movie DEVOTION starring Jonathan…","2023-03-16T01:05:32.000Z","retweeted"
"@HuffPost #OscarsSoWhite gave a medicore yt woman's acting role an award over Angela Baset..robbed her Whats Love Got To Do With It..and now a 2nd time.such a racist institution..Angela Basset is head and shoulders a better in depth actress than Jlcurtis..yt woman's friends voted 4 her","2023-03-13T03:24:12.000Z",NA
"RT @adakanma: Tems, adding the spice and collecting reparations at #OscarsSoWhite https://t.co/CJ5seawnWA","2023-03-13T08:14:28.000Z","retweeted"
"RT @bodycourage: Hattie McDaniel’s speech still brings tears to my eyes. She wasn’t allowed in the #oscars ceremony space because she was b…","2020-02-10T13:29:11.000Z","retweeted"
"RT @ReignOfApril: It’s 2023. You’re literally celebrating 95 years of awards &amp; are just now naming an Asian woman as Best Actress. Michelle…","2023-03-13T04:48:46.000Z","retweeted"
"@Geniusbastard I don't want anyone to be indicted, though. I just think it's worthwhile to ask the questions, especially when we already saw a backlash developing over things like #OscarsSoWhite","2023-02-07T18:49:33.000Z",NA
"RT @EjElite1: This line by Angela Bassett itself was worthy of an #Oscar. #OscarsSoWhite https://t.co/CAK0Ui9rZK","2023-03-13T18:10:40.000Z","retweeted"
"RT @iHartEricka: #oscarssowhite but jokes about Black people as the comedic relief.","2023-03-13T02:16:12.000Z","retweeted"
